site,path,status,exit_code,http_code,final_url,redirects,error,statuses,locations
cocorico.nl,/wp-admin/,ERROR,6,000,http://cocorico.nl/wp-admin/,0,Could not resolve host: cocorico.nl,,
liefamsterdam.nl,/st-beheer/,ERROR,6,000,http://liefamsterdam.nl/st-beheer/,0,Could not resolve host: liefamsterdam.nl,,
liefamsterdam.nl,/wp-admin/,ERROR,6,000,http://liefamsterdam.nl/wp-admin/,0,Could not resolve host: liefamsterdam.nl,,
koggevaarder.nl,/st-beheer/,ERROR,6,000,http://koggevaarder.nl/st-beheer/,0,Could not resolve host: koggevaarder.nl,,
koggevaarder.nl,/wp-admin/,ERROR,6,000,http://koggevaarder.nl/wp-admin/,0,Could not resolve host: koggevaarder.nl,,
dataspark.nl,/st-beheer/,ERROR,6,000,http://dataspark.nl/st-beheer/,0,Could not resolve host: dataspark.nl,,
dataspark.nl,/wp-admin/,ERROR,6,000,http://dataspark.nl/wp-admin/,0,Could not resolve host: dataspark.nl,,
treviancollectief.nl,/st-beheer/,ERROR,6,000,http://treviancollectief.nl/st-beheer/,0,Could not resolve host: treviancollectief.nl,,
treviancollectief.nl,/wp-admin/,ERROR,6,000,http://treviancollectief.nl/wp-admin/,0,Could not resolve host: treviancollectief.nl,,
hmg.studiotempel.nl,/st-beheer/,ERROR,6,000,http://hmg.studiotempel.nl/st-beheer/,0,Could not resolve host: hmg.studiotempel.nl,,
hmg.studiotempel.nl,/wp-admin/,ERROR,6,000,http://hmg.studiotempel.nl/wp-admin/,0,Could not resolve host: hmg.studiotempel.nl,,
zwaanvakschilders.nl,/st-beheer/,ERROR,6,000,http://zwaanvakschilders.nl/st-beheer/,0,Could not resolve host: zwaanvakschilders.nl,,
zwaanvakschilders.nl,/wp-admin/,ERROR,6,000,http://zwaanvakschilders.nl/wp-admin/,0,Could not resolve host: zwaanvakschilders.nl,,
troostonline.nl,/st-beheer/,ERROR,6,000,http://troostonline.nl/st-beheer/,0,Could not resolve host: troostonline.nl,,
troostonline.nl,/wp-admin/,ERROR,6,000,http://troostonline.nl/wp-admin/,0,Could not resolve host: troostonline.nl,,
aica-summit.com,/st-beheer/,ERROR,6,000,http://aica-summit.com/st-beheer/,0,Could not resolve host: aica-summit.com,,
aica-summit.com,/wp-admin/,ERROR,6,000,http://aica-summit.com/wp-admin/,0,Could not resolve host: aica-summit.com,,
nct.studiotempel.nl,/st-beheer/,ERROR,6,000,http://nct.studiotempel.nl/st-beheer/,0,Could not resolve host: nct.studiotempel.nl,,
nct.studiotempel.nl,/wp-admin/,ERROR,6,000,http://nct.studiotempel.nl/wp-admin/,0,Could not resolve host: nct.studiotempel.nl,,
woet.eu,/st-beheer/,ERROR,6,000,http://woet.eu/st-beheer/,0,Could not resolve host: woet.eu,,
woet.eu,/wp-admin/,ERROR,6,000,http://woet.eu/wp-admin/,0,Could not resolve host: woet.eu,,
